cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
CB3812,1,,2,GNG280,cb_intrinsic
CB3879,1,,2,CB3879,cb_intrinsic
CL003,1,,2,CL003,cb_intrinsic
CL010,1,,2,CL010,cb_intrinsic
CL021,1,,2,CL021,cb_intrinsic
CL029a,1,,2,CL029_a,cb_intrinsic
CL066,1,,2,CL066,cb_intrinsic
CL067,1,,2,CL067,cb_intrinsic
CL068,1,,2,CL068,cb_intrinsic
CL072,1,,2,CL072,cb_intrinsic
CL073,1,,2,CL073,cb_intrinsic
CL075a,1,,2,CL075_a,cb_intrinsic
CL075b,1,,2,CL075_b,cb_intrinsic
CL097,1,,2,CL097,cb_intrinsic
CL099c,1,,2,CL099,cb_intrinsic
CL102,1,,2,CL102,cb_intrinsic
CL107,1,,2,CL107,cb_intrinsic
CL112,1,,2,CL112,cb_intrinsic
CL120a,1,,2,CL120,cb_intrinsic
CL130,1,,2,CL130,cb_intrinsic
CL136,1,,2,CL136,cb_intrinsic
CL141,1,,2,CL141,cb_intrinsic
CL143,1,,2,CL143,cb_intrinsic
CL146,1,,2,CL146,cb_intrinsic
CL153,1,,2,CL153,cb_intrinsic
CL154,1,,2,CL154,cb_intrinsic
CL162,1,,2,CL162,cb_intrinsic
CL176,1,,2,CL176,cb_intrinsic
CL177,1,,2,CL177,cb_intrinsic
CL178,1,,2,CL178,cb_intrinsic
CL180,1,,2,CL180,cb_intrinsic
CL199,1,,2,CL199,cb_intrinsic
CL200,1,,2,CL200,cb_intrinsic
CL203,1,,2,CL203,cb_intrinsic
CL204,1,,2,CL204,cb_intrinsic
CL211,1,,2,CL211,cb_intrinsic
CL236,1,,2,CL236,cb_intrinsic
CL244,1,,2,CL244,cb_intrinsic
CL245,1,,2,CL245,cb_intrinsic
CL251,1,,2,CL251,cb_intrinsic
CL260,1,,2,CL260,cb_intrinsic
CL292b,1,,2,CL292,cb_intrinsic
CL293,1,,2,CL293,cb_intrinsic
CL294,1,CNS neuron,2,CL294,cb_intrinsic
CL309,1,,2,CL309,cb_intrinsic
CL319,1,,2,CL319,cb_intrinsic
CL323a,1,,2,CL323,cb_intrinsic
CL327,1,,2,CL327,cb_intrinsic
CL333,1,,2,CL333,cb_intrinsic
CL339,1,,2,CL339,cb_intrinsic
CL360,1,,2,CL360,cb_intrinsic
CL361,1,,2,CL361,cb_intrinsic
CL364,1,,2,CL364,cb_intrinsic
CRE006,1,,2,CRE006,cb_intrinsic
CRE021,1,,2,CRE021,cb_intrinsic
CRE076,1,,2,CRE076,cb_intrinsic
CRE077,1,,2,CRE077,cb_intrinsic
CRE088,1,,2,CRE088,cb_intrinsic
CRE095a,1,,2,CRE095,cb_intrinsic
CRE096,1,,2,CRE096,cb_intrinsic
CRE100,1,CNS neuron,2,CRE100,cb_intrinsic
DA4l_adPN,1,,2,DA4l_adPN,cb_intrinsic
DC1_adPN,1,,2,DC1_adPN,cb_intrinsic
DN1-l,1,,2,aMe23,cb_intrinsic
DNa11,1,,2,DNa11,descending_neuron
DNb04,1,CNS neuron,2,DNb04,descending_neuron
DNbe003,1,CNS neuron,2,DNbe003,descending_neuron
DNc01,1,CNS neuron,2,DNc01,descending_neuron
DNc02,1,sensory neuron,2,DNc02,descending_neuron
DNd02,1,CNS neuron,2,DNd02,descending_neuron
DNd04,1,CNS neuron,2,DNd04,descending_neuron
DNd05,1,CNS neuron,2,DNd05,descending_neuron
DNde001,1,CNS neuron,2,DNde001,descending_neuron
DNg101,1,CNS neuron,2,DNg101,descending_neuron
DNg107,1,CNS neuron,2,DNg107,descending_neuron
DNg108,1,CNS neuron,2,DNg108,descending_neuron
DNg19,1,CNS neuron,2,DNg19,descending_neuron
DNg20,1,CNS neuron,2,DNg20,descending_neuron
DNg21,1,CNS neuron,2,DNg21,descending_neuron
DNg24,1,CNS neuron,2,DNg24,descending_neuron
DNg27,1,CNS neuron,2,DNg27,descending_neuron
DNg31,1,CNS neuron,2,DNg31,descending_neuron
DNg33,1,CNS neuron,2,DNg33,descending_neuron
DNg37,1,CNS neuron,2,DNg37,descending_neuron
DNg43,1,,2,DNg43,descending_neuron
DNg44,1,CNS neuron,2,DNg44,descending_neuron
DNg45,1,CNS neuron,2,DNg45,descending_neuron
DNg47,1,CNS neuron,2,DNg47,descending_neuron
DNg48,1,CNS neuron,2,DNg48,descending_neuron
DNg53,1,,2,DNg53,descending_neuron
DNg54,1,CNS neuron,2,DNg54,descending_neuron
DNg59,1,,2,DNg59,descending_neuron
DNg60,1,CNS neuron,2,DNg60,descending_neuron
DNg65,1,CNS neuron,2,DNg65,descending_neuron
DNg69,1,CNS neuron,2,DNg69,descending_neuron
DNg74_b,1,CNS neuron,2,DNg74_b,descending_neuron
DNg75,1,CNS neuron,2,DNg75,descending_neuron
DNg77,1,,2,DNg77,descending_neuron
DNg78,1,CNS neuron,2,DNg78,descending_neuron
DNg83,1,,2,DNg83,descending_neuron
DNg89,1,CNS neuron,2,DNg89,descending_neuron
DNg93,1,CNS neuron,2,DNg93,descending_neuron
DNg96,1,CNS neuron,2,DNg96,descending_neuron
DNge007,1,CNS neuron,2,DNge007,descending_neuron
DNge018,1,CNS neuron,2,DNge018,descending_neuron
DNge027,1,CNS neuron,2,DNge027,descending_neuron
DNge034,1,,2,DNge034,descending_neuron
DNge035,1,CNS neuron,2,DNge035,descending_neuron
DNge037,1,CNS neuron,2,DNge037,descending_neuron
DNge038,1,CNS neuron,2,DNge038,descending_neuron
DNge041,1,CNS neuron,2,DNge041,descending_neuron
DNge047,1,CNS neuron,2,DNge047,descending_neuron
DNge048,1,CNS neuron,2,DNge048,descending_neuron
DNge049,1,CNS neuron,2,DNge049,descending_neuron
DNge058,1,CNS neuron,2,DNge058,descending_neuron
DNge063,1,CNS neuron,2,DNge063,descending_neuron
DNge068,1,,2,DNge068,descending_neuron
DNge074,1,CNS neuron,2,DNge074,descending_neuron
DNge088,1,CNS neuron,2,DNge088,descending_neuron
DNge101,1,CNS neuron,2,DNge101,descending_neuron
DNge104,1,CNS neuron,2,DNge104,descending_neuron
DNge105,1,CNS neuron,2,DNge105,descending_neuron
DNge122,1,CNS neuron,2,DNge122,descending_neuron
DNge124,1,CNS neuron,2,DNge124,descending_neuron
DNge128,1,CNS neuron,2,DNge128,descending_neuron
DNge129,1,CNS neuron,2,DNge129,descending_neuron
DNge135,1,CNS neuron,2,DNge135,descending_neuron
DNge139,1,CNS neuron,2,DNge139,descending_neuron
DNge141,1,CNS neuron,2,DNge141,descending_neuron
DNge148,1,CNS neuron,2,DNge148,descending_neuron
DNp101,1,CNS neuron,2,DNp101,descending_neuron
DNp27,1,CNS neuron,2,DNp27,descending_neuron
DNp29,1,CNS neuron,2,DNp29,descending_neuron
DNp39,1,CNS neuron,2,DNp39,descending_neuron
DNp42,1,CNS neuron,2,DNp42,descending_neuron
DNp46,1,CNS neuron,2,DNp46,descending_neuron
DNp49,1,CNS neuron,2,DNp49,descending_neuron
DNp55,1,CNS neuron,2,DNp55,descending_neuron
DNp63,1,CNS neuron,2,DNp63,descending_neuron
DNp66,1,CNS neuron,2,DNp66,descending_neuron
DNp72,1,CNS neuron,2,DNp72,descending_neuron
DNpe005,1,CNS neuron,2,DNpe005,descending_neuron
DNpe013,1,,2,DNpe013,descending_neuron
DNpe022,1,CNS neuron,2,DNpe022,descending_neuron
DNpe025,1,CNS neuron,2,DNpe025,descending_neuron
DNpe027,1,CNS neuron,2,DNpe027,descending_neuron
DNpe028,1,CNS neuron,2,DNpe028,descending_neuron
DNpe030,1,CNS neuron,2,DNpe030,descending_neuron
DNpe033,1,CNS neuron,2,DNpe033,descending_neuron
DNpe036,1,CNS neuron,2,DNpe036,descending_neuron
DNpe039,1,CNS neuron,2,DNpe039,descending_neuron
DNpe049,1,CNS neuron,2,DNpe049,descending_neuron
DNpe053,1,CNS neuron,2,DNpe053,descending_neuron
DNpe055,1,CNS neuron,2,DNpe055,descending_neuron
DP1l_adPN,1,,2,DP1l_adPN,cb_intrinsic
DP1m_adPN,1,,2,DP1m_adPN,cb_intrinsic
DPM,1,,2,DPM,cb_intrinsic
ExR4,1,,2,ExR4,cb_intrinsic
FB4G,1,,2,FB4G,cb_intrinsic
FB5AA,1,,2,FB5AA,cb_intrinsic
FB5F,1,,2,FB5F,cb_intrinsic
FB5J,1,,2,FB5J,cb_intrinsic
FB6B,1,,2,FB6B,cb_intrinsic
FB6E,1,,2,FB6E,cb_intrinsic
FB6G,1,,2,FB6G,cb_intrinsic
FB6P,1,,2,FB6P,cb_intrinsic
FB6Y,1,,2,FB6Y,cb_intrinsic
FB7M,1,,2,FB7M,cb_intrinsic
IB005,1,,2,IB005,cb_intrinsic
IB016,1,,2,IB016,cb_intrinsic
IB044,1,,2,IB044,cb_intrinsic
IB047,1,,2,IB047,cb_intrinsic
IB059a,1,,2,IB059_b,cb_intrinsic
IB061,1,,2,IB061,cb_intrinsic
IB064,1,,2,IB064,cb_intrinsic
IB069,1,,2,IB069,cb_intrinsic
IB092,1,,2,IB092,cb_intrinsic
IB093,1,,2,IB093,cb_intrinsic
IB094,1,,2,IB094,cb_intrinsic
IB095,1,,2,IB095,cb_intrinsic
IB114,1,,2,IB114,cb_intrinsic
IB118,1,,2,IB118,cb_intrinsic
KCg-s2,1,,2,KCg-s2,cb_intrinsic
LAL002,1,,2,LAL002,cb_intrinsic
LAL007,1,,2,LAL007,cb_intrinsic
LAL009,1,,2,LAL009,cb_intrinsic
LAL010,1,,2,LAL010,cb_intrinsic
LAL011,1,,2,LAL011,cb_intrinsic
LAL014,1,,2,LAL014,cb_intrinsic
LAL017,1,,2,LAL017,cb_intrinsic
LAL024,1,,2,LAL024,cb_intrinsic
LAL030c,1,,2,LAL030_a,cb_intrinsic
LAL040,1,,2,LAL040,cb_intrinsic
LAL043b,1,,2,LAL043_e,cb_intrinsic
LAL045,1,,2,LAL045,cb_intrinsic
LAL046,1,,2,LAL046,cb_intrinsic
LAL049,1,,2,LAL049,cb_intrinsic
LAL051,1,,2,LAL051,cb_intrinsic
LAL054,1,,2,LAL054,cb_intrinsic
LAL055,1,,2,LAL055,cb_intrinsic
LAL073,1,,2,LAL073,cb_intrinsic
LAL075,1,,2,LAL075,cb_intrinsic
LAL081,1,,2,LAL081,cb_intrinsic
LAL082,1,,2,LAL082,cb_intrinsic
LAL099,1,,2,LAL099,cb_intrinsic
LAL102,1,,2,LAL102,cb_intrinsic
LAL115,1,,2,LAL115,cb_intrinsic
LAL119,1,,2,LAL119,cb_intrinsic
LAL124,1,,2,LAL124,cb_intrinsic
LAL129,1,,2,LAL129,cb_intrinsic
LAL132b,1,,2,LAL132_b,cb_intrinsic
LAL137,1,,2,LAL137,cb_intrinsic
LAL138,1,,2,LAL138,cb_intrinsic
LAL140,1,,2,LAL140,cb_intrinsic
LAL146,1,,2,LAL146,cb_intrinsic
LAL153,1,,2,LAL153,cb_intrinsic
LAL157,1,,2,LAL157,cb_intrinsic
LAL162,1,,2,LAL162,cb_intrinsic
LAL168b,1,,2,LAL168,cb_intrinsic
LAL169,1,,2,LAL169,cb_intrinsic
LAL170,1,,2,LAL170,cb_intrinsic
LAL183,1,,2,LAL183,cb_intrinsic
LAL190,1,,2,LAL190,cb_intrinsic
LAL193,1,,2,LAL193,cb_intrinsic
LAL195,1,,2,LAL195,cb_intrinsic
LAL197,1,,2,LAL197,cb_intrinsic
LAL198,1,,2,LAL198,cb_intrinsic
LAL200,1,,2,LAL200,cb_intrinsic
LHAD1a4c,2,,1,LHAD1a4_b,cb_intrinsic
LHAD1f2,1,,2,LHAD1f2,cb_intrinsic
LHAD1f4c,1,,2,LHAD1f4,cb_intrinsic
LHAD1h1,1,,2,LHAD1h1,cb_intrinsic
LHAD1k1,1,,2,LHAD1k1,cb_intrinsic
LHAD2d1,1,,2,LHAD2d1,cb_intrinsic
LHAD2e1,1,,2,LHAD2e1,cb_intrinsic
LHAV1b3,1,,2,LHAV1b3,cb_intrinsic
LHAV1e1,1,,2,LHAV1e1,cb_intrinsic
LHAV2d1,1,,2,LHAV2d1,cb_intrinsic
LHAV2g1b,1,,2,LHAV2g1,cb_intrinsic
LHAV2k10,1,,2,LHAV2k10,cb_intrinsic
LHAV2k6,1,,2,LHAV2k6,cb_intrinsic
LHAV2n1,1,,2,LHAV2n1,cb_intrinsic
LHAV3e3a,1,,2,LHAV3e3_a,cb_intrinsic
LHAV3f1,1,,2,LHAV3f1,cb_intrinsic
LHAV3h1,1,,2,LHAV3h1,cb_intrinsic
LHAV3i1,1,,2,LHAV3i1,cb_intrinsic
LHAV3k2,1,,2,LHAV3k2,cb_intrinsic
LHAV3k4,1,,2,LHAV3k4,cb_intrinsic
LHAV3k6,1,,2,LHAV3k6,cb_intrinsic
LHAV3p1,1,,2,LHAV3p1,cb_intrinsic
LHAV4a2,1,,2,LHAV4a2,cb_intrinsic
LHAV5a10_b,1,,2,LHAV5a10_b,cb_intrinsic
LHAV6b4,1,,2,LHAV6b4,cb_intrinsic
LHAV6e1,1,,2,LHAV6e1,cb_intrinsic
LHAV6g1,1,,2,LHAV6g1,cb_intrinsic
LHAV6h1,1,,2,LHAV6h1,cb_intrinsic
LHCENT1,1,,2,LHCENT1,cb_intrinsic
LHCENT12a,1,,2,LHCENT12_a,cb_intrinsic
LHCENT14,1,glia,2,LHCENT14,cb_intrinsic
LHCENT3,1,,2,LHCENT3,cb_intrinsic
LHCENT9,1,,2,LHCENT9,cb_intrinsic
LHMB1,1,,2,LHMB1,cb_intrinsic
LHPD2c1,1,,2,LHPD2c1,cb_intrinsic
LHPD3a2,1,,2,LHPD3a2_b,cb_intrinsic
LHPD4c1,1,,2,LHPD4c1,cb_intrinsic
LHPD5c1,1,,2,LHPD5c1,cb_intrinsic
LHPV10a1a,1,,2,LHPV10a1a,cb_intrinsic
LHPV10a1b,1,,2,LHPV10a1b,cb_intrinsic
LHPV10c1,1,,2,LHPV10c1,cb_intrinsic
LHPV2h1,1,,2,LHPV2h1,cb_intrinsic
LHPV2i2b,1,,2,LHPV2i2_b,cb_intrinsic
LHPV4b9,1,,2,LHPV4b9,cb_intrinsic
LHPV4e1,1,,2,LHPV4e1,cb_intrinsic
LHPV4h3,1,,2,LHPV4h3,cb_intrinsic
LHPV4l1,1,,2,LHPV4l1,cb_intrinsic
LHPV5a5,2,,1,LHPV5a5,cb_intrinsic
LHPV5e1,1,,2,LHPV5e1,cb_intrinsic
LHPV5l1,1,,2,LHPV5l1,cb_intrinsic
LHPV6j1,1,,2,LHPV6j1,cb_intrinsic
LHPV6o1,1,,2,LHPV6o1,cb_intrinsic
LHPV6q1,1,,2,LHPV6q1,cb_intrinsic
LHPV7a1b,1,,2,LHPV7a1,cb_intrinsic
LHPV9b1,1,,2,LHPV9b1,cb_intrinsic
LPT04_HST,1,,2,HST,visual_projection
LPT21,1,,2,LPT21,visual_projection
LPT27,1,,2,LPT27,visual_projection
LPT28,1,,2,LPT28,visual_projection
LPT29,1,,2,LPT29,visual_projection
LPT45_dCal1,1,,2,dCal1,ol_intrinsic
LPT48_vCal3,1,,2,vCal3,visual_projection
LPT58,1,,2,V1,visual_centrifugal
LPsP,1,,2,LPsP,cb_intrinsic
LT11,1,,2,LT11,visual_projection
LT1c,1,,2,LT1c,visual_projection
LT36,1,,2,LT36,visual_centrifugal
LT37,1,,2,LT37,visual_centrifugal
LT54,1,,2,LT54,ol_intrinsic
LT59,1,,2,LT59,visual_projection
LT61b,1,,2,LT61b,visual_projection
LT62,1,,2,LT62,visual_projection
LT67,1,,2,LT67,visual_projection
LT72,1,,2,LT72,visual_projection
LT76,1,,2,LT76,visual_projection
LT83,1,,2,LT83,visual_projection
LT85,1,,2,LT85,visual_projection
LT86,1,,2,LT86,visual_projection
LT87,1,,2,LT87,visual_projection
LTe04,1,,2,LoVP41,visual_projection
LTe05,1,,2,LoVP35,visual_projection
LTe07,1,,2,LoVP30,visual_projection
LTe08,1,,2,LoVP106,visual_projection
LTe10,1,,2,LoVP69,visual_projection
LTe14,1,,2,LoVP103,visual_projection
LTe22,1,,2,LoVP46,visual_projection
LTe23,1,,2,LoVP73,visual_projection
LTe27,1,,2,LoVP29,visual_projection
LTe28,1,,2,LoVP34,visual_projection
LTe30,1,,2,LoVP72,visual_projection
LTe31,1,,2,LoVP48,visual_projection
LTe36,1,,2,LoVP68,visual_projection
LTe40,1,,2,LoVP70,visual_projection
LTe41,1,,2,LoVP51,visual_projection
LTe44,1,,2,AOTU045,visual_projection
LTe70,1,,2,LoVP64,visual_projection
LTe72,1,,2,LoVP65,visual_projection
LTe74,1,,2,LoVP67,visual_projection
LTe76,1,,2,LoVP88,visual_projection
Li23,1,,2,Li36,ol_intrinsic
Li30,1,,2,Li33,ol_intrinsic
Li33,1,,2,Li39,ol_intrinsic
MBON01,1,,2,MBON01,cb_intrinsic
MBON03,1,,2,MBON03,cb_intrinsic
MBON05,1,CNS neuron,2,MBON05,cb_intrinsic
MBON11,1,,2,MBON11,cb_intrinsic
MBON17,1,,2,MBON17,cb_intrinsic
MBON20,1,,2,MBON20,cb_intrinsic
MBON24,1,,2,MBON24,cb_intrinsic
MBON26,1,,2,MBON26,cb_intrinsic
MBON29,1,,2,MBON29,cb_intrinsic
MBON32,1,glia,2,MBON32,cb_intrinsic
MTe19,2,,1,MeVP57,visual_projection
MTe22,1,,2,MeVP30,visual_projection
MTe25,1,,2,MeVP32,visual_projection
MTe31,1,,2,MeVP48,visual_projection
MTe36,1,,2,MeVP61,visual_projection
MTe40,1,,2,MeVP43,visual_projection
MTe41,1,,2,MeVP53,visual_projection
MTe42,1,,2,MeVP26,visual_projection
MTe43,1,,2,MeVP51,visual_projection
MTe45,1,,2,MeVP38,visual_projection
MTe49,1,,2,MeVP27,visual_projection
M_adPNm3,1,,2,M_adPNm3,cb_intrinsic
M_l2PNl22,1,,2,M_l2PNl22,cb_intrinsic
M_l2PNl23,1,,2,M_l2PNl23,cb_intrinsic
M_l2PNm17,1,,2,M_l2PNm17,cb_intrinsic
M_lPNm11B,1,,2,M_lPNm11B,cb_intrinsic
M_lvPNm31,1,,2,M_lvPNm31,cb_intrinsic
M_smPN6t2,1,,2,M_smPN6t2,cb_intrinsic
M_spPN5t10,1,,2,M_spPN5t10,cb_intrinsic
M_vPNml54,1,,2,M_vPNml54,cb_intrinsic
MeMe_e12,1,,2,MeVPMe13,ol_intrinsic
MsAHN,1,,2,AN27X008,ascending_neuron
MtAHN,1,,2,AN27X004,ascending_neuron
NPFL1-I,1,,2,NPFL1-I,cb_intrinsic
OA-ASM2,1,,2,OA-ASM2,cb_intrinsic
OCG01d,1,,2,OCG01d,visual_projection
OCG02a,1,sensory neuron,2,OCG03,visual_projection
PAL03,1,,2,PAL03,cb_intrinsic
PLP004,1,,2,PLP004,cb_intrinsic
PLP006,1,,2,PLP006,cb_intrinsic
PLP007,1,,2,PLP007,cb_intrinsic
PLP008,1,,2,PLP008,cb_intrinsic
PLP016,1,,2,PLP016,cb_intrinsic
PLP019,1,,2,PLP019,cb_intrinsic
PLP020,1,,2,PLP020,cb_intrinsic
PLP029,1,,2,PLP029,cb_intrinsic
PLP034,1,,2,PLP034,cb_intrinsic
PLP035,1,,2,PLP035,cb_intrinsic
PLP058,1,,2,PLP058,cb_intrinsic
PLP067a,1,,2,PLP067,cb_intrinsic
PLP068,1,,2,LoVP105,cb_intrinsic
PLP078,1,,2,PLP078,cb_intrinsic
PLP092,1,,2,PLP092,cb_intrinsic
PLP096,1,,2,PLP096,cb_intrinsic
PLP116,1,,2,PLP116,cb_intrinsic
PLP119,1,,2,PLP119,cb_intrinsic
PLP122,1,,2,PLP122_a,cb_intrinsic
PLP130,1,,2,PLP130,cb_intrinsic
PLP148,1,,2,PLP148,cb_intrinsic
PLP171,1,,2,PLP171,cb_intrinsic
PLP175,1,,2,PLP175,cb_intrinsic
PLP197,1,,2,PLP197,cb_intrinsic
PLP211,1,,2,PLP211,cb_intrinsic
PLP214,1,,2,PLP214,cb_intrinsic
PLP221,1,,2,PLP221,cb_intrinsic
PLP229,1,,2,PLP229,cb_intrinsic
PLP230,1,,2,PLP230,cb_intrinsic
PLP239,1,,2,PLP239,cb_intrinsic
PLP243,1,,2,PLP243,cb_intrinsic
PLP248,1,,2,PLP248,cb_intrinsic
PLP249,1,,2,PLP249,cb_intrinsic
PLP250,1,,2,PLP250,cb_intrinsic
PLP251,1,,2,LoVP97,cb_intrinsic
PPL106,1,,2,PPL106,cb_intrinsic
PPL107,1,,2,PPL107,cb_intrinsic
PPL201,1,,2,PPL201,cb_intrinsic
PPL203,1,,2,PPL203,cb_intrinsic
PS010,1,,2,PS010,cb_intrinsic
PS013,1,,2,PS013,cb_intrinsic
PS020,1,,2,PS020,cb_intrinsic
PS030,1,,2,PS030,cb_intrinsic
PS041,1,,2,PS041,cb_intrinsic
PS046,1,,2,PS046,cb_intrinsic
PS047a,1,,2,PS047_a,cb_intrinsic
PS048b,1,,2,PS048_a,cb_intrinsic
PS050,1,,2,PS050,cb_intrinsic
PS051,1,,2,PS051,cb_intrinsic
PS057,1,,2,PS057,cb_intrinsic
PS058,1,,2,PS058,cb_intrinsic
PS062,1,,2,PS062,cb_intrinsic
PS068,1,,2,PS068,cb_intrinsic
PS080,1,,2,PS080,cb_intrinsic
PS086,1,,2,PS085,cb_intrinsic
PS090a,1,,2,PS090,cb_intrinsic
PS090b,1,,2,PS090,cb_intrinsic
PS091,1,,2,PS091,cb_intrinsic
PS094b,1,,2,PS094,cb_intrinsic
PS099a,1,,2,PS099_b,cb_intrinsic
PS099b,1,,2,PS099_a,cb_intrinsic
PS116,1,,2,PS116,cb_intrinsic
PS117b,1,,2,PS117_b,cb_intrinsic
PS124,1,,2,PS124,cb_intrinsic
PS157,1,,2,PS157,cb_intrinsic
PS158,1,,2,PS158,cb_intrinsic
PS160,1,,2,PS160,cb_intrinsic
PS170,1,,2,PS170,cb_intrinsic
PS171,1,,2,PS171,cb_intrinsic
PS175,1,,2,PS175,cb_intrinsic
PS178,1,,2,PS178,cb_intrinsic
PS183,1,,2,PS183,cb_intrinsic
PS185a,1,,2,PS185,cb_intrinsic
PS185b,1,,2,PS201,cb_intrinsic
PS200,1,,2,PS200,cb_intrinsic
PS224,1,,2,PS224,cb_intrinsic
PS231,1,,2,PS231,cb_intrinsic
PS232,1,,2,PS232,cb_intrinsic
PS248,1,,2,PS248,cb_intrinsic
PS249,1,,2,PS249,cb_intrinsic
PS253,1,,2,PS253,cb_intrinsic
PS265,1,,2,PS265,cb_intrinsic
PS274,1,,2,PS274,cb_intrinsic
PS300,1,,2,PS300,cb_intrinsic
PV7c11,1,,2,LPN_b,cb_intrinsic
PVLP010,1,,2,PVLP010,cb_intrinsic
PVLP011,1,,2,PVLP011,cb_intrinsic
PVLP016,1,,2,PVLP016,cb_intrinsic
PVLP019,1,,2,PVLP019,cb_intrinsic
PVLP030,1,,2,PVLP030,cb_intrinsic
PVLP062,1,,2,PVLP062,cb_intrinsic
PVLP076,1,,2,PVLP076,cb_intrinsic
PVLP082a,2,,1,PVLP082,cb_intrinsic
PVLP084,1,,2,PVLP084,cb_intrinsic
PVLP093,1,,2,PVLP093,cb_intrinsic
PVLP101a,1,,2,PVLP101,cb_intrinsic
PVLP107,1,,2,PVLP107,cb_intrinsic
PVLP115,1,,2,PVLP115,cb_intrinsic
PVLP122a,1,,2,PVLP122,cb_intrinsic
PVLP137,1,,2,PVLP137,cb_intrinsic
PVLP143,1,,2,PVLP143,cb_intrinsic
PVLP150,1,,2,PVLP150,cb_intrinsic
SAD036,1,,2,SAD036,cb_intrinsic
SAD043,1,,2,SAD043,cb_intrinsic
SAD070,1,,2,SAD070,cb_intrinsic
SAD072,1,,2,SAD072,cb_intrinsic
SIP006,1,,2,SIP006,cb_intrinsic
SIP018,1,,2,SIP018,cb_intrinsic
SIP022,1,,2,SIP022,cb_intrinsic
SIP031,1,,2,SIP031,cb_intrinsic
SIP052,1,,2,SIP052,cb_intrinsic
SIP065,1,,2,SIP065,cb_intrinsic
SIP087,1,,2,SIP087,cb_intrinsic
SLP001,1,,2,SLP001,cb_intrinsic
SLP030,1,,2,SLP030,cb_intrinsic
SLP032,1,,2,SLP032,cb_intrinsic
SLP034,1,,2,SLP034,cb_intrinsic
SLP047,1,,2,SLP047,cb_intrinsic
SLP056,1,,2,SLP056,cb_intrinsic
SLP057,1,,2,SLP057,cb_intrinsic
SLP059,1,,2,SLP059,cb_intrinsic
SLP064,1,,2,SLP064,cb_intrinsic
SLP068,1,,2,SLP068,cb_intrinsic
SLP070,1,,2,SLP070,cb_intrinsic
SLP073,1,,2,SLP073,cb_intrinsic
SLP077,1,,2,SLP077,cb_intrinsic
SLP079,1,,2,SLP079,cb_intrinsic
SLP083,1,,2,SLP083,cb_intrinsic
SLP120,1,,2,SLP120,cb_intrinsic
SLP126,1,,2,SLP126,cb_intrinsic
SLP170,1,,2,SLP170,cb_intrinsic
SLP184,1,,2,SLP184,cb_intrinsic
SLP206,1,,2,SLP206,cb_intrinsic
SLP207,1,,2,SLP207,cb_intrinsic
SLP208,1,,2,SLP208,cb_intrinsic
SLP211,1,,2,SLP211,cb_intrinsic
SLP212a,1,,2,SLP212_a,cb_intrinsic
SLP230,1,,2,SLP230,cb_intrinsic
SLP234,1,,2,SLP234,cb_intrinsic
SLP238,1,,2,SLP238,cb_intrinsic
SLP247,1,,2,SLP247,cb_intrinsic
SLP255,1,,2,SLP255,cb_intrinsic
SLP265b,1,,2,SMP215,cb_intrinsic
SLP269,1,,2,SLP269,cb_intrinsic
SLP273,1,,2,SLP273,cb_intrinsic
SLP279,1,,2,SLP279,cb_intrinsic
SLP298,1,,2,SLP298,cb_intrinsic
SLP307,2,,1,SLP307,cb_intrinsic
SLP308a,1,,2,SLP308,cb_intrinsic
SLP313,1,,2,SLP313,cb_intrinsic
SLP319,1,,2,SLP319,cb_intrinsic
SLP340,1,,2,SLP340,cb_intrinsic
SLP355,1,,2,SLP355,cb_intrinsic
SLP358,1,,2,SLP358,cb_intrinsic
SLP363,1,,2,SLP363,cb_intrinsic
SLP365,1,,2,SLP365,cb_intrinsic
SLP366,1,,2,SLP366,cb_intrinsic
SLP373,1,,2,SLP373,cb_intrinsic
SLP374,1,,2,SLP374,cb_intrinsic
SLP378,1,,2,SLP378,cb_intrinsic
SLP386,1,,2,SLP386,cb_intrinsic
SLP392,1,,2,SLP392,cb_intrinsic
SLP393,1,,2,SLP393,cb_intrinsic
SLP395,1,,2,SLP395,cb_intrinsic
SLP397,1,,2,SLP397,cb_intrinsic
SLP411,1,,2,SLP411,cb_intrinsic
SLP435,1,,2,SLP435,cb_intrinsic
SLP451a,1,,2,SLP451,cb_intrinsic
SLP451b,1,,2,SLP451,cb_intrinsic
SLP455,1,,2,SLP455,cb_intrinsic
SLP462,1,,2,SLP462,cb_intrinsic
SLP465b,1,,2,SLP465,cb_intrinsic
SLPpm3_P01,1,,2,LHPD5b1,cb_intrinsic
SLPpm3_P04,1,,2,SMP548,cb_intrinsic
SMP001,1,,2,SMP001,cb_intrinsic
SMP010,1,,2,SMP010,cb_intrinsic
SMP014,1,,2,SMP014,cb_intrinsic
SMP022a,1,,2,SMP022,cb_intrinsic
SMP025c,1,,2,SIP007,cb_intrinsic
SMP033,1,,2,SMP033,cb_intrinsic
SMP036,1,,2,SMP036,cb_intrinsic
SMP038,1,,2,SMP038,cb_intrinsic
SMP040,1,,2,SMP040,cb_intrinsic
SMP045,1,,2,SMP045,cb_intrinsic
SMP046,1,,2,SMP046,cb_intrinsic
SMP050,1,,2,SMP050,cb_intrinsic
SMP053,1,,2,SMP154,cb_intrinsic
SMP119,1,,2,SMP119,cb_intrinsic
SMP146,1,,2,SMP146,cb_intrinsic
