cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass,category
SMP568_c,2,,0,,,female_specific
SNpp08,2,sensory neuron,0,,,female_specific
SNpp16,2,sensory neuron,0,,,female_specific
SNpp25,2,sensory neuron,0,,,female_specific
SNpp29,2,sensory neuron,0,,,female_specific
SNpp53,2,,0,,,female_specific
SNpp55,2,sensory neuron,0,,,female_specific
SNta05,2,sensory neuron,0,,,female_specific
SNta12,2,sensory neuron,0,,,female_specific
SNxx07,2,sensory neuron,0,,,female_specific
SNxx11,2,sensory neuron,0,,,female_specific
SNxx15,2,sensory neuron,0,,,female_specific
SNxx18,2,efferent neuron,0,,,female_specific
STTMm,2,efferent neuron,0,,,female_specific
VES024,2,,0,,,female_specific
VES051,2,,0,,,female_specific
VES060,2,,0,,,female_specific
VES066,2,,0,,,female_specific
VLPl2_posterior_13,2,,0,,,female_specific
VLPl2_posterior_47,2,,0,,,female_specific
VLPp&l1_posterior_25,2,,0,,,female_specific
VLPp2_37,2,,0,,,female_specific
VS1,2,,0,,,female_specific
VS2,2,,0,,,female_specific
VS7,2,,0,,,female_specific
WED002b,2,,0,,,female_specific
WED002e,2,,0,,,female_specific
WED004,2,,0,,,female_specific
WED013,2,,0,,,female_specific
WED038b,2,,0,,,female_specific
WED063_b,2,,0,,,female_specific
WED085,2,,0,,,female_specific
WED130,2,,0,,,female_specific
WED154,2,,0,,,female_specific
WED166_c,2,,0,,,female_specific
WEDPN8C,2,,0,,,female_specific
XA,2,,0,,,female_specific
Z_lvPNm1,2,,0,,,female_specific
aIPg2,2,,0,,,female_specific
aSP-f3,2,,0,,,female_specific
aSP-g1,2,,0,,,female_specific
accessory_trochanter_flexor,2,efferent neuron,0,,,female_specific
b1 MN,2,efferent neuron,0,,,female_specific
b2 MN,2,efferent neuron,0,,,female_specific
b3 MN,2,efferent neuron,0,,,female_specific
bIPS,2,CNS neuron,0,,,female_specific
giant fiber,2,CNS neuron,0,,,female_specific
hDVM MN,2,efferent neuron,0,,,female_specific
hg1 MN,2,efferent neuron,0,,,female_specific
hg2 MN,2,efferent neuron,0,,,female_specific
hg3 MN,2,efferent neuron,0,,,female_specific
hg4 MN,2,efferent neuron,0,,,female_specific
hi2 MN,2,efferent neuron,0,,,female_specific
hiii2 MN,2,efferent neuron,0,,,female_specific
i1 MN,2,efferent neuron,0,,,female_specific
i2 MN,2,efferent neuron,0,,,female_specific
iii3 MN,2,efferent neuron,0,,,female_specific
lLN16A,2,,0,,,female_specific
long_tendon_muscle_A,2,efferent neuron,0,,,female_specific
long_tendon_muscle_A_dipalpha,2,efferent neuron,0,,,female_specific
mALC2,2,CNS neuron,0,,,female_specific
moonwalker descending neuron,2,,0,,,female_specific
oviDNb,2,CNS neuron,0,,,female_specific
oviDNd,2,CNS neuron,0,,,female_specific
peripherally synapsing interneuron,2,efferent neuron,0,,,female_specific
ps1 MN,2,efferent neuron,0,,,female_specific
ps2 MN,2,efferent neuron,0,,,female_specific
sternal_anterior_rotator_miller_31,2,efferent neuron,0,,,female_specific
synapseless descending,2,CNS neuron,0,,,female_specific
tarsus_depressor_A,2,efferent neuron,0,,,female_specific
tp1 MN,2,efferent neuron,0,,,female_specific
tp2 MN,2,efferent neuron,0,,,female_specific
tpn MN,2,efferent neuron,0,,,female_specific
trochanter_flexor_posterior_soma_ProAN,2,efferent neuron,0,,,female_specific
v2LN41,2,,0,,,female_specific
v2LN46,2,,0,,,female_specific
vMS11,2,,0,,,female_specific
vMS17,2,,0,,,female_specific
5th-LNv,1,,0,,,female_specific
ADNM1,1,efferent neuron,0,,,female_specific
ADNM2,1,efferent neuron,0,,,female_specific
AN00A002,1,,0,,,female_specific
AN00A006,1,,0,,,female_specific
AN01A021,1,,0,,,female_specific
AN01A033,1,,0,,,female_specific
AN01B018,1,sensory neuron,0,,,female_specific
AN02A002,1,,0,,,female_specific
AN02A017,1,,0,,,female_specific
AN03B009,1,,0,,,female_specific
AN03B011,1,CNS neuron,0,,,female_specific
AN03B050,1,,0,,,female_specific
AN04B004,1,,0,,,female_specific
AN05B009,1,,0,,,female_specific
AN05B015,1,,0,,,female_specific
AN05B026,1,,0,,,female_specific
AN05B027,1,,0,,,female_specific
AN05B048,1,,0,,,female_specific
AN05B049,1,,0,,,female_specific
AN05B050,1,,0,,,female_specific
AN05B063,1,,0,,,female_specific
AN05B071,1,,0,,,female_specific
AN05B083,1,,0,,,female_specific
AN05B100,1,,0,,,female_specific
AN05B102,1,,0,,,female_specific
AN06A017,1,,0,,,female_specific
AN06A092,1,sensory neuron,0,,,female_specific
AN06B014,1,,0,,,female_specific
AN06B031,1,,0,,,female_specific
AN06B037,1,,0,,,female_specific
AN06B039,1,,0,,,female_specific
AN06B040,1,,0,,,female_specific
AN06B068,1,,0,,,female_specific
AN07B004,1,,0,,,female_specific
AN07B005,1,,0,,,female_specific
AN07B017,1,CNS neuron,0,,,female_specific
AN07B024,1,,0,,,female_specific
AN07B032,1,,0,,,female_specific
AN07B036,1,,0,,,female_specific
AN07B046,1,,0,,,female_specific
AN07B050,1,,0,,,female_specific
AN07B060,1,,0,,,female_specific
AN07B062,1,,0,,,female_specific
AN08B009,1,CNS neuron,0,,,female_specific
AN08B022,1,,0,,,female_specific
AN08B023,1,,0,,,female_specific
AN08B081,1,,0,,,female_specific
AN08B100,1,,0,,,female_specific
AN08B101,1,,0,,,female_specific
AN08B107,1,,0,,,female_specific
AN08B109,1,,0,,,female_specific
AN08B110,1,,0,,,female_specific
AN08B112,1,,0,,,female_specific
AN09B003,1,,0,,,female_specific
AN09B009,1,,0,,,female_specific
AN09B024,1,,0,,,female_specific
AN09B026,1,,0,,,female_specific
AN09B029,1,,0,,,female_specific
AN09B031,1,,0,,,female_specific
AN09B032,1,,0,,,female_specific
AN09B037,1,,0,,,female_specific
AN10B029,1,,0,,,female_specific
AN10B049,1,,0,,,female_specific
AN10B056,1,,0,,,female_specific
AN11B008,1,,0,,,female_specific
AN11B012,1,,0,,,female_specific
AN12A003,1,,0,,,female_specific
AN12A017,1,,0,,,female_specific
AN12B001,1,,0,,,female_specific
AN12B004,1,,0,,,female_specific
AN13B002,1,,0,,,female_specific
AN16B081,1,,0,,,female_specific
AN17A004,1,,0,,,female_specific
AN17A008,1,,0,,,female_specific
AN17A012,1,,0,,,female_specific
AN17A013,1,,0,,,female_specific
AN17A014,1,,0,,,female_specific
AN17B007,1,,0,,,female_specific
AN18B002,1,,0,,,female_specific
AN18B003,1,,0,,,female_specific
AN18B004,1,,0,,,female_specific
AN18B020,1,,0,,,female_specific
AN18B025,1,CNS neuron,0,,,female_specific
AN18B032,1,,0,,,female_specific
AN18B053,1,,0,,,female_specific
AN19A018_d,1,,0,,,female_specific
AN19B004,1,,0,,,female_specific
AN19B015,1,,0,,,female_specific
AN19B024,1,,0,,,female_specific
AN19B042,1,,0,,,female_specific
AN19B049,1,,0,,,female_specific
AN19B051,1,,0,,,female_specific
AN19B099,1,,0,,,female_specific
AN19B100,1,,0,,,female_specific
AN19B101,1,,0,,,female_specific
AN19B102,1,,0,,,female_specific
AN19B106,1,,0,,,female_specific
AN23B002,1,,0,,,female_specific
AN23B004,1,,0,,,female_specific
AN27X008,1,,0,,,female_specific
AN27X017,1,,0,,,female_specific
ANXXX002,1,,0,,,female_specific
ANXXX007,1,,0,,,female_specific
ANXXX023,1,,0,,,female_specific
ANXXX027,1,,0,,,female_specific
ANXXX033,1,,0,,,female_specific
ANXXX055,1,,0,,,female_specific
ANXXX075,1,,0,,,female_specific
ANXXX090,1,,0,,,female_specific
ANXXX092,1,,0,,,female_specific
ANXXX109,1,,0,,,female_specific
ANXXX151,1,,0,,,female_specific
ANXXX214,1,,0,,,female_specific
ANXXX410,1,,0,,,female_specific
ANXXX434,1,,0,,,female_specific
AN_4_4c359f9c,1,,0,,,female_specific
AN_4_c964e2c2,1,sensory neuron,0,,,female_specific
AN_AVLP_12,1,,0,,,female_specific
AN_AVLP_28,1,,0,,,female_specific
AN_AVLP_PVLP_7,1,,0,,,female_specific
AN_FLA_1,1,,0,,,female_specific
AN_GNG_1,1,,0,,,female_specific
AN_GNG_103,1,,0,,,female_specific
AN_GNG_138,1,,0,,,female_specific
AN_GNG_143,1,,0,,,female_specific
AN_GNG_17,1,,0,,,female_specific
AN_GNG_177,1,,0,,,female_specific
AN_GNG_48,1,,0,,,female_specific
AN_GNG_55,1,,0,,,female_specific
AN_GNG_61,1,,0,,,female_specific
AN_GNG_FLA_4,1,,0,,,female_specific
AN_GNG_IPS_15,1,,0,,,female_specific
AN_GNG_IPS_18,1,,0,,,female_specific
AN_GNG_SAD_25,1,,0,,,female_specific
AN_SMP_1,1,,0,,,female_specific
AN_SMP_3,1,,0,,,female_specific
AN_SMP_FLA_1,1,,0,,,female_specific
AN_VES_GNG_6,1,,0,,,female_specific
AN_multi_107,1,,0,,,female_specific
AN_multi_25,1,,0,,,female_specific
AN_multi_34,1,,0,,,female_specific
AN_multi_35,1,,0,,,female_specific
AN_multi_44,1,,0,,,female_specific
AOTU002_b,1,,0,,,female_specific
AOTU003,1,,0,,,female_specific
AOTU008b,1,,0,,,female_specific
AOTU008c,1,,0,,,female_specific
ATL045,1,,0,,,female_specific
AVLP006a,1,,0,,,female_specific
AVLP007,1,,0,,,female_specific
AVLP010,1,,0,,,female_specific
AVLP100,1,,0,,,female_specific
AVLP142,1,,0,,,female_specific
AVLP143a,1,,0,,,female_specific
AVLP143b,1,,0,,,female_specific
AVLP145,1,,0,,,female_specific
AVLP199,1,,0,,,female_specific
AVLP204,1,,0,,,female_specific
AVLP234a,1,,0,,,female_specific
AVLP246,1,,0,,,female_specific
AVLP313,1,,0,,,female_specific
AVLP338,1,,0,,,female_specific
AVLP559b,1,,0,,,female_specific
AVLP559c,1,,0,,,female_specific
Acc./ti/flexor/MN,1,efferent neuron,0,,,female_specific
BM_Or,1,,0,,,female_specific
CB.FB2E2,1,,0,,,female_specific
CB.FB5B1,1,,0,,,female_specific
CB.FB5D1,1,,0,,,female_specific
CB.FB5D7,1,,0,,,female_specific
CB.FB5I0,1,,0,,,female_specific
CB.FB5I1,1,,0,,,female_specific
CB.FB5I3,1,CNS neuron,0,,,female_specific
CB.FB5I4,1,,0,,,female_specific
CB.FB6C2,1,,0,,,female_specific
CB.FB6C4,1,,0,,,female_specific
CB.FB6D1,1,,0,,,female_specific
CB.FB7B0,1,,0,,,female_specific
CB.FB7C0,1,,0,,,female_specific
CB.FB7D0,1,,0,,,female_specific
CB.FB7E1,1,,0,,,female_specific
CB.FB8C0,1,,0,,,female_specific
CB0056,1,,0,,,female_specific
CB0129,1,,0,,,female_specific
CB0149,1,,0,,,female_specific
CB0151,1,,0,,,female_specific
CB0314,1,,0,,,female_specific
CB0339,1,,0,,,female_specific
CB0342,1,,0,,,female_specific
CB0642,1,,0,,,female_specific
CB0659,1,,0,,,female_specific
CB0662,1,,0,,,female_specific
CB0793,1,,0,,,female_specific
CB0944,1,,0,,,female_specific
CB0965,1,,0,,,female_specific
CB0968,1,,0,,,female_specific
CB1001,1,,0,,,female_specific
CB1006,1,,0,,,female_specific
CB1018,1,,0,,,female_specific
CB1022,1,,0,,,female_specific
CB1025,1,,0,,,female_specific
CB1043,1,,0,,,female_specific
CB1058,1,,0,,,female_specific
CB1061,1,,0,,,female_specific
CB1084,1,,0,,,female_specific
CB1093,1,,0,,,female_specific
CB1107,1,,0,,,female_specific
CB1110,1,,0,,,female_specific
CB1115,1,,0,,,female_specific
CB1118,1,,0,,,female_specific
CB1119,1,,0,,,female_specific
CB1129,1,,0,,,female_specific
CB1130,1,,0,,,female_specific
CB1172,1,,0,,,female_specific
CB1175,1,,0,,,female_specific
CB1192,1,,0,,,female_specific
CB1197,1,,0,,,female_specific
CB1207,1,,0,,,female_specific
CB1211,1,,0,,,female_specific
CB1224,1,,0,,,female_specific
CB1250,1,,0,,,female_specific
CB1285,1,,0,,,female_specific
CB1288,1,,0,,,female_specific
CB1317,1,,0,,,female_specific
CB1327,1,,0,,,female_specific
CB1354,1,,0,,,female_specific
CB1370,1,,0,,,female_specific
CB1378,1,,0,,,female_specific
CB1390,1,,0,,,female_specific
CB1395,1,,0,,,female_specific
CB1400,1,,0,,,female_specific
CB1402,1,,0,,,female_specific
CB1410,1,,0,,,female_specific
CB1422,1,,0,,,female_specific
CB1423,1,,0,,,female_specific
CB1426,1,,0,,,female_specific
CB1449,1,,0,,,female_specific
CB1485,1,,0,,,female_specific
CB1499,1,,0,,,female_specific
CB1567,1,,0,,,female_specific
CB1597,1,,0,,,female_specific
CB1611,1,,0,,,female_specific
CB1624,1,,0,,,female_specific
CB1630,1,,0,,,female_specific
CB1666,1,,0,,,female_specific
CB1681,1,,0,,,female_specific
CB1690,1,,0,,,female_specific
CB1785,1,,0,,,female_specific
CB1837,1,,0,,,female_specific
CB1860,1,,0,,,female_specific
CB1862,1,,0,,,female_specific
CB1868,1,,0,,,female_specific
CB1875,1,,0,,,female_specific
CB1892,1,,0,,,female_specific
CB1894,1,,0,,,female_specific
CB1905,1,,0,,,female_specific
CB1951,1,,0,,,female_specific
CB1963,1,,0,,,female_specific
CB1970,1,,0,,,female_specific
CB1991,1,,0,,,female_specific
CB2009,1,,0,,,female_specific
CB2016,1,,0,,,female_specific
CB2021,1,,0,,,female_specific
CB2034,1,,0,,,female_specific
CB2039,1,,0,,,female_specific
CB2062,1,,0,,,female_specific
CB2077,1,,0,,,female_specific
CB2094,1,,0,,,female_specific
CB2101,1,,0,,,female_specific
CB2120,1,,0,,,female_specific
CB2138,1,,0,,,female_specific
CB2168,1,,0,,,female_specific
CB2173,1,,0,,,female_specific
CB2176,1,,0,,,female_specific
CB2193,1,,0,,,female_specific
CB2236,1,,0,,,female_specific
CB2241,1,,0,,,female_specific
CB2265,1,,0,,,female_specific
CB2277,1,,0,,,female_specific
CB2284,1,,0,,,female_specific
CB2326,1,,0,,,female_specific
CB2338,1,,0,,,female_specific
CB2352,1,,0,,,female_specific
CB2360,1,,0,,,female_specific
CB2381,1,,0,,,female_specific
CB2394,1,,0,,,female_specific
CB2406,1,,0,,,female_specific
CB2418,1,,0,,,female_specific
CB2421,1,CNS neuron,0,,,female_specific
CB2449,1,,0,,,female_specific
CB2451,1,,0,,,female_specific
CB2468,1,,0,,,female_specific
CB2510,1,,0,,,female_specific
CB2542,1,,0,,,female_specific
CB2544,1,,0,,,female_specific
CB2547,1,,0,,,female_specific
CB2566,1,,0,,,female_specific
CB2573,1,,0,,,female_specific
CB2579,1,,0,,,female_specific
CB2590,1,,0,,,female_specific
CB2608,1,,0,,,female_specific
CB2610,1,,0,,,female_specific
CB2618,1,,0,,,female_specific
CB2637,1,,0,,,female_specific
CB2698,1,,0,,,female_specific
CB2717,1,,0,,,female_specific
CB2741,1,,0,,,female_specific
CB2747,1,,0,,,female_specific
CB2758,1,,0,,,female_specific
CB2762,1,,0,,,female_specific
CB2768,1,,0,,,female_specific
CB2783,1,,0,,,female_specific
CB2791,1,,0,,,female_specific
CB2809,1,,0,,,female_specific
CB2822,1,,0,,,female_specific
CB2835,1,,0,,,female_specific
CB2848,1,,0,,,female_specific
CB2849,1,,0,,,female_specific
CB2883,1,,0,,,female_specific
CB2886,1,,0,,,female_specific
CB2894,1,,0,,,female_specific
CB2900,1,,0,,,female_specific
CB2914,1,,0,,,female_specific
CB2915,1,,0,,,female_specific
CB2930,1,,0,,,female_specific
CB2986,1,,0,,,female_specific
CB2999,1,,0,,,female_specific
CB3035,1,,0,,,female_specific
CB3048,1,,0,,,female_specific
CB3063,1,,0,,,female_specific
CB3066,1,,0,,,female_specific
CB3079,1,,0,,,female_specific
CB3107,1,,0,,,female_specific
CB3108,1,,0,,,female_specific
CB3117,1,,0,,,female_specific
CB3125,1,,0,,,female_specific
CB3129,1,,0,,,female_specific
CB3174,1,,0,,,female_specific
CB3179,1,,0,,,female_specific
CB3188,1,,0,,,female_specific
CB3192,1,,0,,,female_specific
CB3195,1,,0,,,female_specific
CB3196,1,,0,,,female_specific
CB3210,1,,0,,,female_specific
CB3227,1,,0,,,female_specific
CB3235,1,,0,,,female_specific
CB3260,1,,0,,,female_specific
CB3285,1,,0,,,female_specific
CB3312,1,,0,,,female_specific
CB3314,1,,0,,,female_specific
CB3327,1,,0,,,female_specific
CB3342,1,,0,,,female_specific
CB3349,1,,0,,,female_specific
CB3355,1,,0,,,female_specific
CB3356,1,,0,,,female_specific
CB3363,1,,0,,,female_specific
CB3377,1,,0,,,female_specific
CB3378,1,,0,,,female_specific
CB3397,1,,0,,,female_specific
CB3401,1,,0,,,female_specific
CB3406,1,,0,,,female_specific
CB3418,1,,0,,,female_specific
CB3424,1,,0,,,female_specific
CB3429,1,,0,,,female_specific
CB3442,1,,0,,,female_specific
CB3444,1,,0,,,female_specific
CB3467,1,,0,,,female_specific
CB3468,1,,0,,,female_specific
CB3470,1,,0,,,female_specific
CB3485,1,,0,,,female_specific
CB3522,1,,0,,,female_specific
CB3529,1,,0,,,female_specific
CB3533,1,,0,,,female_specific
CB3536,1,,0,,,female_specific
CB3554,1,,0,,,female_specific
CB3568,1,,0,,,female_specific
CB3572,1,,0,,,female_specific
CB3587,1,,0,,,female_specific
CB3589,1,,0,,,female_specific
CB3597,1,,0,,,female_specific
CB3602,1,,0,,,female_specific
CB3605,1,,0,,,female_specific
CB3609,1,,0,,,female_specific
CB3648,1,,0,,,female_specific
CB3650,1,,0,,,female_specific
CB3662,1,,0,,,female_specific
CB3687,1,,0,,,female_specific
CB3699,1,,0,,,female_specific
CB3705,1,,0,,,female_specific
CB3721,1,,0,,,female_specific
CB3750,1,,0,,,female_specific
CB3753,1,,0,,,female_specific
CB3755,1,,0,,,female_specific
CB3772,1,,0,,,female_specific
CB3774,1,,0,,,female_specific
CB3800,1,CNS neuron,0,,,female_specific
CB3802,1,,0,,,female_specific
CB3814,1,,0,,,female_specific
CB3826,1,CNS neuron,0,,,female_specific
CB3843,1,CNS neuron,0,,,female_specific
CB3844,1,,0,,,female_specific
CB3850,1,,0,,,female_specific
CL014,1,,0,,,female_specific
CL024a,1,,0,,,female_specific
CL037,1,,0,,,female_specific
CL078b,1,,0,,,female_specific
CL117,1,,0,,,female_specific
CL160a,1,,0,,,female_specific
CL160b,1,,0,,,female_specific
CL184,1,,0,,,female_specific
CL206,1,,0,,,female_specific
CL225,1,,0,,,female_specific
CL240,1,,0,,,female_specific
CL243,1,,0,,,female_specific
CL277,1,,0,,,female_specific
CL278,1,,0,,,female_specific
CL279,1,,0,,,female_specific
CL296,1,,0,,,female_specific
CL354,1,,0,,,female_specific
CMU,1,efferent neuron,0,,,female_specific
CMU-like,1,efferent neuron,0,,,female_specific
CRE014,1,,0,,,female_specific
CRE043_a,1,,0,,,female_specific
CRE080b,1,,0,,,female_specific
CRE084,1,,0,,,female_specific
CRE099,1,,0,,,female_specific
CRZ01,1,,0,,,female_specific
CvN5,1,efferent neuron,0,,,female_specific
CvN5-8,1,efferent neuron,0,,,female_specific
CvN_A2,1,efferent neuron,0,,,female_specific
DM2_central__0,1,,0,,,female_specific
DM2_or_DM3_posterior__1,1,,0,,,female_specific
DM4_dorsal_63,1,,0,,,female_specific
DM5_central_26,1,,0,,,female_specific
DM6_central1__0,1,,0,,,female_specific
DM6_posterior_60,1,,0,,,female_specific
DM6_posterior__1,1,,0,,,female_specific
DM6_posterior__8,1,,0,,,female_specific
DM6_ventral__3,1,,0,,,female_specific
DN1pE,1,,0,,,female_specific
DNa13_a,1,CNS neuron,0,,,female_specific
DNa13_b,1,CNS neuron,0,,,female_specific
DNad005,1,CNS neuron,0,,,female_specific
DNfl003_CvC_L,1,CNS neuron,0,,,female_specific
DNfl013,1,sensory neuron,0,,,female_specific
DNfl017,1,,0,,,female_specific
DNfl022,1,CNS neuron,0,,,female_specific
DNfl027,1,CNS neuron,0,,,female_specific
DNfl028,1,,0,,,female_specific
DNfl030,1,,0,,,female_specific
DNfl031,1,CNS neuron,0,,,female_specific
DNfl033,1,CNS neuron,0,,,female_specific
DNfl035,1,CNS neuron,0,,,female_specific
DNfl037,1,CNS neuron,0,,,female_specific
DNfl041,1,CNS neuron,0,,,female_specific
DNfl044,1,CNS neuron,0,,,female_specific
DNit004,1,,0,,,female_specific
DNit008,1,CNS neuron,0,,,female_specific
DNnt010,1,CNS neuron,0,,,female_specific
DNnt017,1,CNS neuron,0,,,female_specific
DNp37,1,sensory neuron,0,,,female_specific
DNut043,1,CNS neuron,0,,,female_specific
DNut048,1,CNS neuron,0,,,female_specific
DNxl014,1,CNS neuron,0,,,female_specific
DNxl021,1,CNS neuron,0,,,female_specific
DNxl072,1,CNS neuron,0,,,female_specific
DNxl085,1,sensory neuron,0,,,female_specific
DNxl086,1,CNS neuron,0,,,female_specific
DNxl088,1,CNS neuron,0,,,female_specific
DNxl094,1,sensory neuron,0,,,female_specific
DNxl096,1,CNS neuron,0,,,female_specific
DNxl098,1,CNS neuron,0,,,female_specific
DNxl099,1,CNS neuron,0,,,female_specific
DNxl103,1,CNS neuron,0,,,female_specific
DNxl105,1,CNS neuron,0,,,female_specific
DNxl110,1,CNS neuron,0,,,female_specific
DNxl113,1,CNS neuron,0,,,female_specific
DNxl117,1,CNS neuron,0,,,female_specific
DNxl119,1,CNS neuron,0,,,female_specific
DNxl120,1,CNS neuron,0,,,female_specific
DNxl121,1,CNS neuron,0,,,female_specific
DNxl128,1,CNS neuron,0,,,female_specific
DNxl129,1,CNS neuron,0,,,female_specific
DNxl130,1,CNS neuron,0,,,female_specific
DNxl132,1,CNS neuron,0,,,female_specific
DNxl134,1,CNS neuron,0,,,female_specific
DNxn007,1,CNS neuron,0,,,female_specific
DNxn101,1,CNS neuron,0,,,female_specific
DNxn103,1,CNS neuron,0,,,female_specific
DNxn105,1,CNS neuron,0,,,female_specific
DNxn106,1,,0,,,female_specific
DNxn110,1,CNS neuron,0,,,female_specific
DNxn116,1,CNS neuron,0,,,female_specific
DNxn131,1,CNS neuron,0,,,female_specific
DNxn132,1,CNS neuron,0,,,female_specific
DNxn133,1,,0,,,female_specific
DNxn137,1,CNS neuron,0,,,female_specific
DNxn140,1,CNS neuron,0,,,female_specific
DNxn141,1,CNS neuron,0,,,female_specific
DNxn147,1,CNS neuron,0,,,female_specific
DNxn152,1,CNS neuron,0,,,female_specific
DNxn153,1,CNS neuron,0,,,female_specific
DNxn160,1,CNS neuron,0,,,female_specific
DNxn162,1,CNS neuron,0,,,female_specific
DNxn167,1,CNS neuron,0,,,female_specific
DNxn170,1,CNS neuron,0,,,female_specific
DNxn171,1,CNS neuron,0,,,female_specific
DNxn172,1,CNS neuron,0,,,female_specific
DNxn177,1,CNS neuron,0,,,female_specific
DNxn178,1,,0,,,female_specific
DNxn180,1,CNS neuron,0,,,female_specific
DVM3a-b,1,efferent neuron,0,,,female_specific
DVMn/3a/b,1,efferent neuron,0,,,female_specific
Dm8a,1,,0,,,female_specific
Dm8b,1,,0,,,female_specific
EBa1_14,1,,0,,,female_specific
EN00B001,1,efferent neuron,0,,,female_specific
EN00B008,1,efferent neuron,0,,,female_specific
EN00B010,1,sensory neuron,0,,,female_specific
EN00B013,1,efferent neuron,0,,,female_specific
